Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,source_dataset,source_record_id,reaction_id,reaction_group_id,record_class,is_control,ligand_raw,ligand,ligand_is_blank,base_raw,base,base_is_blank,solvent_1_raw,solvent_1,solvent_normalization_note,aqueous_cosolvent,organic_to_water_volume_ratio,catalyst,catalyst_equiv,ligand_equiv_reported,base_equiv_reported,reactant_1_equiv,reactant_1_mmol,reactant_2_equiv,temperature_c,residence_time_min,pressure_bar,flow_rate_ml_min,injection_volume_per_component_ul,reaction_segment_interval_s,reaction_environment,yield_percent,yield_observed,zero_yield,yield_type,measurement_method,product_mass_ion_count,substrate_smiles,product_smiles
38,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeCN,4.7313701172475,11853.52678067898,perera_suzuki_miyaura_2018,38,PERERA_SM_0038,PERERA_SM_1a_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,4.7313701172475,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,11853.52678067898,not_reported,not_reported
39,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeCN,2.5779797728445,3677.1402176716088,perera_suzuki_miyaura_2018,39,PERERA_SM_0039,PERERA_SM_1a_2a,main_matrix,False,AmPhos,AmPhos,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.5779797728445,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3677.1402176716088,not_reported,not_reported
40,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,5.8267255162714,36076.51022392463,perera_suzuki_miyaura_2018,40,PERERA_SM_0040,PERERA_SM_1a_2a,main_matrix,False,P(Cy)3,P(Cy)3,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,5.8267255162714,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,36076.51022392463,not_reported,not_reported
41,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,1.88178466778928,2827.8228377588443,perera_suzuki_miyaura_2018,41,PERERA_SM_0041,PERERA_SM_1a_2a,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,1.88178466778928,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,2827.8228377588443,not_reported,not_reported
42,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,3.68610190848114,10833.313275864612,perera_suzuki_miyaura_2018,42,PERERA_SM_0042,PERERA_SM_1a_2a,main_matrix,False,CataCXium A,CataCXium A,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,3.68610190848114,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,10833.313275864612,not_reported,not_reported
43,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,53.3442477399675,63071.20299854804,perera_suzuki_miyaura_2018,43,PERERA_SM_0043,PERERA_SM_1a_2a,main_matrix,False,SPhos,SPhos,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,53.3442477399675,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,63071.20299854804,not_reported,not_reported
44,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,5.80499299101468,5469.157526058632,perera_suzuki_miyaura_2018,44,PERERA_SM_0044,PERERA_SM_1a_2a,main_matrix,False,dtbpf,dtbpf,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,5.80499299101468,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,5469.157526058632,not_reported,not_reported
45,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,60.6695362355924,63192.89681813961,perera_suzuki_miyaura_2018,45,PERERA_SM_0045,PERERA_SM_1a_2a,main_matrix,False,XPhos,XPhos,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,60.6695362355924,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,63192.89681813961,not_reported,not_reported
46,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,14.3933392770758,3661.0249033172454,perera_suzuki_miyaura_2018,46,PERERA_SM_0046,PERERA_SM_1a_2a,main_matrix,False,dppf,dppf,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.3933392770758,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3661.0249033172454,not_reported,not_reported
47,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,2.26866296700559,700.1501613916316,perera_suzuki_miyaura_2018,47,PERERA_SM_0047,PERERA_SM_1a_2a,main_matrix,False,Xantphos,Xantphos,False,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.26866296700559,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,700.1501613916316,not_reported,not_reported
48,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,10.0003095895518,39301.81570015984,perera_suzuki_miyaura_2018,48,PERERA_SM_0048,PERERA_SM_1a_2a,main_matrix,False,None,NULL_COMPONENT,True,K3PO4,K3PO4,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,10.0003095895518,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,39301.81570015984,not_reported,not_reported
49,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,5.5969019412474,9067.922490089475,perera_suzuki_miyaura_2018,49,PERERA_SM_0049,PERERA_SM_1a_2a,main_matrix,False,P(tBu)3,P(tBu)3,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,5.5969019412474,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9067.922490089475,not_reported,not_reported
50,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,4.82196101450088,11886.080251706297,perera_suzuki_miyaura_2018,50,PERERA_SM_0050,PERERA_SM_1a_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,4.82196101450088,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,11886.080251706297,not_reported,not_reported
51,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,2.48590898286748,4111.191900439674,perera_suzuki_miyaura_2018,51,PERERA_SM_0051,PERERA_SM_1a_2a,main_matrix,False,AmPhos,AmPhos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.48590898286748,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,4111.191900439674,not_reported,not_reported
52,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,6.45624672939622,38789.50200862312,perera_suzuki_miyaura_2018,52,PERERA_SM_0052,PERERA_SM_1a_2a,main_matrix,False,P(Cy)3,P(Cy)3,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,6.45624672939622,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,38789.50200862312,not_reported,not_reported
53,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,2.05952841211658,3781.084833336814,perera_suzuki_miyaura_2018,53,PERERA_SM_0053,PERERA_SM_1a_2a,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.05952841211658,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3781.084833336814,not_reported,not_reported
54,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,3.21864784308256,8983.79833744841,perera_suzuki_miyaura_2018,54,PERERA_SM_0054,PERERA_SM_1a_2a,main_matrix,False,CataCXium A,CataCXium A,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,3.21864784308256,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,8983.79833744841,not_reported,not_reported
55,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,78.4174228193668,90780.3810652756,perera_suzuki_miyaura_2018,55,PERERA_SM_0055,PERERA_SM_1a_2a,main_matrix,False,SPhos,SPhos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,78.4174228193668,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,90780.3810652756,not_reported,not_reported
56,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,8.93977444085733,8182.368759776755,perera_suzuki_miyaura_2018,56,PERERA_SM_0056,PERERA_SM_1a_2a,main_matrix,False,dtbpf,dtbpf,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,8.93977444085733,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,8182.368759776755,not_reported,not_reported
57,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,92.2242386465952,111091.47839928833,perera_suzuki_miyaura_2018,57,PERERA_SM_0057,PERERA_SM_1a_2a,main_matrix,False,XPhos,XPhos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,92.2242386465952,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,111091.47839928833,not_reported,not_reported
58,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,14.2206754932286,7878.910117856517,perera_suzuki_miyaura_2018,58,PERERA_SM_0058,PERERA_SM_1a_2a,main_matrix,False,dppf,dppf,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,14.2206754932286,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,7878.910117856517,not_reported,not_reported
59,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,2.3455596596732,1067.0814588382377,perera_suzuki_miyaura_2018,59,PERERA_SM_0059,PERERA_SM_1a_2a,main_matrix,False,Xantphos,Xantphos,False,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.3455596596732,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1067.0814588382377,not_reported,not_reported
60,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,18.1597678162321,67813.47277129363,perera_suzuki_miyaura_2018,60,PERERA_SM_0060,PERERA_SM_1a_2a,main_matrix,False,None,NULL_COMPONENT,True,KOH,KOH,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.1597678162321,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,67813.47277129363,not_reported,not_reported
61,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,7.0788779533304,11614.379987424683,perera_suzuki_miyaura_2018,61,PERERA_SM_0061,PERERA_SM_1a_2a,main_matrix,False,P(tBu)3,P(tBu)3,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,7.0788779533304,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,11614.379987424683,not_reported,not_reported
62,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,5.4483808696152,12111.775553424073,perera_suzuki_miyaura_2018,62,PERERA_SM_0062,PERERA_SM_1a_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,5.4483808696152,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,12111.775553424073,not_reported,not_reported
63,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,1.99054888114825,3362.715470780438,perera_suzuki_miyaura_2018,63,PERERA_SM_0063,PERERA_SM_1a_2a,main_matrix,False,AmPhos,AmPhos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,1.99054888114825,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3362.715470780438,not_reported,not_reported
64,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,6.08313547812363,32427.2008441609,perera_suzuki_miyaura_2018,64,PERERA_SM_0064,PERERA_SM_1a_2a,main_matrix,False,P(Cy)3,P(Cy)3,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,6.08313547812363,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,32427.2008441609,not_reported,not_reported
65,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,2.45280550760324,4340.437798036643,perera_suzuki_miyaura_2018,65,PERERA_SM_0065,PERERA_SM_1a_2a,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.45280550760324,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,4340.437798036643,not_reported,not_reported
66,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,3.56636244233208,9150.864970562869,perera_suzuki_miyaura_2018,66,PERERA_SM_0066,PERERA_SM_1a_2a,main_matrix,False,CataCXium A,CataCXium A,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,3.56636244233208,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9150.864970562869,not_reported,not_reported
67,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,85.7734226150222,95117.7549181346,perera_suzuki_miyaura_2018,67,PERERA_SM_0067,PERERA_SM_1a_2a,main_matrix,False,SPhos,SPhos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,85.7734226150222,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,95117.7549181346,not_reported,not_reported
68,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,9.78109907191012,9542.2689937389,perera_suzuki_miyaura_2018,68,PERERA_SM_0068,PERERA_SM_1a_2a,main_matrix,False,dtbpf,dtbpf,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,9.78109907191012,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9542.2689937389,not_reported,not_reported
69,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,92.8344072930483,102595.85853211362,perera_suzuki_miyaura_2018,69,PERERA_SM_0069,PERERA_SM_1a_2a,main_matrix,False,XPhos,XPhos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,92.8344072930483,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,102595.85853211362,not_reported,not_reported
70,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,15.410461843799,6378.369333380235,perera_suzuki_miyaura_2018,70,PERERA_SM_0070,PERERA_SM_1a_2a,main_matrix,False,dppf,dppf,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,15.410461843799,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,6378.369333380235,not_reported,not_reported
71,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,2.42654830002009,1126.0007060482944,perera_suzuki_miyaura_2018,71,PERERA_SM_0071,PERERA_SM_1a_2a,main_matrix,False,Xantphos,Xantphos,False,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.42654830002009,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1126.0007060482944,not_reported,not_reported
72,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,17.1759038844819,68542.4835177396,perera_suzuki_miyaura_2018,72,PERERA_SM_0072,PERERA_SM_1a_2a,main_matrix,False,None,NULL_COMPONENT,True,LiOtBu,LiOtBu,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,17.1759038844819,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,68542.4835177396,not_reported,not_reported
73,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,7.82316946168684,13319.805458275476,perera_suzuki_miyaura_2018,73,PERERA_SM_0073,PERERA_SM_1a_2a,main_matrix,False,P(tBu)3,P(tBu)3,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,7.82316946168684,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,13319.805458275476,not_reported,not_reported
74,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,6.14029657993896,11270.706322042955,perera_suzuki_miyaura_2018,74,PERERA_SM_0074,PERERA_SM_1a_2a,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,6.14029657993896,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,11270.706322042955,not_reported,not_reported
75,6-chloroquinoline,"1a, 6-Cl-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,2.13374309510393,3474.5508331245883,perera_suzuki_miyaura_2018,75,PERERA_SM_0075,PERERA_SM_1a_2a,main_matrix,False,AmPhos,AmPhos,False,Et3N,Et3N,False,MeCN,MeCN,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,2.13374309510393,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3474.5508331245883,not_reported,not_reported
